Username,Score,At,Content,Aplikator
Pengguna Google,5,2024-09-03 06:27:38,Mantab,Ada Kami
Pengguna Google,5,2024-09-03 06:05:32,Apk nya sangat bagus,Ada Kami
Pengguna Google,5,2024-09-03 05:57:57,Sangat membantu dalam proses kehidupan,Ada Kami
Pengguna Google,1,2024-09-03 05:46:03,ini APK mau ngasi pinjaman apa sensus penduduk ribet ðŸ‘ŽðŸ‘Ž,Ada Kami
Pengguna Google,5,2024-09-03 05:43:56,Baru,Ada Kami
Pengguna Google,5,2024-09-03 05:09:20,Semoga di acc,Ada Kami
Pengguna Google,5,2024-09-03 05:07:08,Semoga aman,Ada Kami
Pengguna Google,5,2024-09-03 05:02:53,goddd,Ada Kami
Pengguna Google,5,2024-09-03 04:31:45,Cepat diterima,Ada Kami
Pengguna Google,1,2024-09-03 04:25:56,Ribet kebanyakan embelÂ²nya,Ada Kami
Pengguna Google,5,2024-09-03 03:49:30,Langsung bintang 5 Tampa ragudallam proses pengajuan di tunggu tlvon nya ...is the best,Ada Kami
Pengguna Google,5,2024-09-03 03:39:42,Ok,Ada Kami
Pengguna Google,5,2024-09-03 03:30:58,semoga bisa di acc,Ada Kami
Pengguna Google,5,2024-09-03 03:26:03,Sangant membantu banget,Ada Kami
Pengguna Google,5,2024-09-03 03:17:29,Proses mudah semoga bisa menolong pemodalan,Ada Kami
Pengguna Google,1,2024-09-03 03:16:51,Ngasih pinjaman atau ngerampokðŸ˜¤ðŸ˜±ðŸ˜±ðŸ˜±,Ada Kami
Pengguna Google,5,2024-09-03 01:26:59,mantap,Ada Kami
Pengguna Google,5,2024-09-03 01:03:21,Bagus,Ada Kami
Pengguna Google,1,2024-09-03 00:57:22,dana saya belum masuk tapi sudah masuk ke tagihan apa itu ayolah masak kek gini ga ditanggapi,Ada Kami
Pengguna Google,1,2024-09-03 00:43:13,Ribet enak esey chas,Ada Kami
Pengguna Google,5,2024-09-03 00:42:35,Sangat membantu,Ada Kami
Pengguna Google,5,2024-09-02 23:32:48,mantap,Ada Kami
Pengguna Google,4,2024-09-02 23:07:32,Pinjaman terbaik sepanjang masa,Ada Kami
Pengguna Google,5,2024-09-02 21:41:41,Cepat pengajuan tidak bertele tele,Ada Kami
Pengguna Google,5,2024-09-02 18:35:44,Mantab,Ada Kami
Pengguna Google,5,2024-09-02 15:48:45,Semoga di acc,Ada Kami
Pengguna Google,5,2024-09-02 15:42:09,Semoga bisa membantu,Ada Kami
Pengguna Google,5,2024-09-02 15:40:45,Proses cepat dan mudah,Ada Kami
Pengguna Google,5,2024-09-02 15:21:02,Semoga di acc,Ada Kami
Pengguna Google,5,2024-09-02 15:13:48,Sangat membantu,Ada Kami
Pengguna Google,1,2024-09-02 14:54:31,"Proses mudah sangat cepat menolak pengajuannya,padahal data lengkap ttd sudah tapi tdk di acc.jadi per TGL 02-09-2024 tolong hapus data lengkap saya,dan apabila ada hal""yg tidk di ingnkn maka sy tdk brtnggung jwb.dan sya akan mlaporkn kpd pihk brwjb.hapus data saya titik.hapussss aplksi apaan",Ada Kami
Pengguna Google,1,2024-09-02 14:47:33,Bangke,Ada Kami
Pengguna Google,2,2024-09-02 14:04:04,Kalau di ACC saya kasih bintang full,Ada Kami
Pengguna Google,5,2024-09-02 13:49:59,ðŸ‘,Ada Kami
Pengguna Google,1,2024-09-02 13:27:08,Tidak bisa melakukan pinjaman,Ada Kami
Pengguna Google,5,2024-09-02 13:15:23,Wow keren,Ada Kami
Pengguna Google,1,2024-09-02 12:57:34,Habis masukin nominal verifikasi wajah hbis itu layar cuma putih gk ada loading loading nya !!!!,Ada Kami
Pengguna Google,5,2024-09-02 12:44:55,alhamdulillah ACC,Ada Kami
Pengguna Google,5,2024-09-02 11:21:59,semoga aja diacc,Ada Kami
Pengguna Google,5,2024-09-02 11:04:02,Sangat simpel mudah mudahan dicairkan,Ada Kami
Pengguna Google,1,2024-09-02 10:51:51,Ndk jelas,Ada Kami
Pengguna Google,5,2024-09-02 10:35:33,Mudah,Ada Kami
Pengguna Google,1,2024-09-02 10:07:55,Aplikasi penipuan pinjem 800.000 cairnya 614.000..dan harus melunasi 832.000...jangan pinjam ke apk ini serius,Ada Kami
Pengguna Google,5,2024-09-02 10:07:54,Luar biasa,Ada Kami
Pengguna Google,5,2024-09-02 09:57:45,Mohon di bantu proses pengajuan nya min. Terimakasih sebelum nyaðŸ™,Ada Kami
Pengguna Google,1,2024-09-02 09:51:44,Jangan download... Hanya ambil data kita... Semua data kita benar pun.. Tak akan lolos,Ada Kami
Pengguna Google,4,2024-09-02 09:45:53,Klu berhasil sy kasi bintang satu,Ada Kami
Pengguna Google,5,2024-09-02 09:03:04,Semoga bener bisa cair,Ada Kami
Pengguna Google,5,2024-09-02 08:58:01,Semoga di acc,Ada Kami
Pengguna Google,1,2024-09-02 08:54:39,Sya.aki.sadi..cairin.butuh.dana 3jt.untuk.kepentingan.tebusan gadean mtor.pinjaman tersbut jangka.waktu pembayaran selama 180.hri.sya.karyawan.security.dengan.alamT.jlan raya kp.sawah.perumhan.jatimurni residenci..rt.006.rw.01.kel.jatimurni.pondok.melati.bkasi kode.pos 17431 jabar.,Ada Kami
Pengguna Google,5,2024-09-02 08:23:39,Bagus,Ada Kami
Pengguna Google,5,2024-09-02 08:09:42,Mohon tolong bantuannya proses,Ada Kami
Pengguna Google,4,2024-09-02 07:55:56,Semoga Apl amanah,Ada Kami
Pengguna Google,4,2024-09-02 07:38:57,Mantap,Ada Kami
Pengguna Google,1,2024-09-02 06:59:30,Aplikasi gaberguna,Ada Kami
Pengguna Google,5,2024-09-02 06:55:32,Ok,Ada Kami
Pengguna Google,5,2024-09-02 06:11:35,Bagusss lancar,Ada Kami
Pengguna Google,5,2024-09-02 06:06:36,Bagus dan cepat,Ada Kami
Pengguna Google,5,2024-09-02 06:05:29,"Mantap mudah""aan di acc",Ada Kami
Pengguna Google,5,2024-09-02 06:01:44,Baik.prosek cepat,Ada Kami
Pengguna Google,4,2024-09-02 05:55:51,Sangat bagus ðŸ‘,Ada Kami
Pengguna Google,4,2024-09-02 05:42:24,Bintang 4 dl ya bosqu..klo pengajuan sy di acc sy ganti 5,Ada Kami
Pengguna Google,2,2024-09-02 05:31:45,Kasih dua dulu masih blum cair,Ada Kami
Pengguna Google,5,2024-09-02 05:07:44,Bagus dan mudah,Ada Kami
Pengguna Google,1,2024-09-02 05:02:46,"Jangan ada mau pakai in aplikasi, pengajuan, bakal tidak di terima",Ada Kami
Pengguna Google,5,2024-09-02 04:51:36,ðŸ‘ðŸ‘ðŸ‘,Ada Kami
Pengguna Google,4,2024-09-02 04:47:45,Semoga d acc karena lagi butuh banget,Ada Kami
Pengguna Google,5,2024-09-02 04:11:41,Ok,Ada Kami
Pengguna Google,5,2024-09-02 03:53:16,Smga lancar.amin,Ada Kami
Pengguna Google,1,2024-09-02 03:44:49,"PAoikas buruk a,susah pengajuan nya,hny membuang waktu saja .",Ada Kami
Pengguna Google,5,2024-09-02 03:35:08,Pelayanan ramah,Ada Kami
Pengguna Google,5,2024-09-02 03:26:36,Sangat membantu,Ada Kami
Pengguna Google,4,2024-09-02 03:19:55,"4 dulu, kalau di setujui saya kasih 5",Ada Kami
Pengguna Google,5,2024-09-02 02:57:55,semoga di acc pinjaman pertama kali nya,Ada Kami
Pengguna Google,5,2024-09-02 02:23:51,MasyaALLAH bunganya rendah. Masih mau ngajuin pinjaman.mudah2an disetujui. Pastinya saya amanahðŸ¤²,Ada Kami
Pengguna Google,5,2024-09-02 02:23:16,Good luck,Ada Kami
Pengguna Google,5,2024-09-02 01:50:14,Mudah,Ada Kami
Pengguna Google,5,2024-09-02 00:34:50,saya baru mengajukan pinjaman,Ada Kami
Pengguna Google,5,2024-09-01 23:56:23,Sangat membantu n bunga rendah,Ada Kami
Pengguna Google,5,2024-09-01 23:33:39,Gasss,Ada Kami
Pengguna Google,5,2024-09-01 23:28:23,Secara overall ok banget,Ada Kami
Pengguna Google,1,2024-09-01 22:29:53,aplikasi ada modal mulai hari ini tgl 2 sep 2024 saya unintal tolong hapus data saya dan jangan disalahgunakan.,Ada Kami
Pengguna Google,5,2024-09-01 20:19:20,Semoga cair,Ada Kami
Pengguna Google,5,2024-09-01 19:43:26,Bagus banget,Ada Kami
Pengguna Google,4,2024-09-01 19:27:18,"Mudah"" jekpot",Ada Kami
Pengguna Google,5,2024-09-01 19:10:33,MantapðŸ‘ðŸ‘ðŸ‘ðŸ‘,Ada Kami
Pengguna Google,5,2024-09-01 19:01:17,Mantap,Ada Kami
Pengguna Google,4,2024-09-01 18:41:18,Pengajuan cepat,Ada Kami
Pengguna Google,3,2024-09-01 18:38:22,Gampang GK ribet,Ada Kami
Pengguna Google,5,2024-09-01 18:26:40,Good app Lancar jaya,Ada Kami
Pengguna Google,3,2024-09-01 18:16:21,Semoga bisa mbantu saya,Ada Kami
Pengguna Google,4,2024-09-01 18:14:36,Baru daftar. Mudah2andi Acc.,Ada Kami
Pengguna Google,1,2024-09-01 17:15:32,Macet,Ada Kami
Pengguna Google,5,2024-09-01 15:16:15,Semoga di ACC,Ada Kami
Pengguna Google,5,2024-09-01 15:07:23,Good,Ada Kami
Pengguna Google,1,2024-09-01 15:00:26,Modal isi data doang. Ujung nya tolak pencairan wkwkwk,Ada Kami
Pengguna Google,2,2024-09-01 13:59:59,Aplikasih apah ini gak ada keterangan apah apah gak jelas ..tolong hapus data saya atas nama Ari jangan disalah gunakan apah bila ada tagihan saya tidak bertanggung jawab terimakasih.,Ada Kami
Pengguna Google,3,2024-09-01 13:48:00,Cair Bru bintang 5,Ada Kami
Pengguna Google,5,2024-09-01 13:29:21,Semoga di acc,Ada Kami
Pengguna Google,5,2024-09-01 13:19:52,Bagus,Ada Kami
Pengguna Google,5,2024-09-01 13:09:51,Ada modal sangat membantu pada saat di butuhkanðŸ˜Š,Ada Kami
Pengguna Google,5,2024-09-01 12:34:48,Sangat bermanfaat,Ada Kami
Pengguna Google,5,2024-09-01 11:57:51,Merasa kuciwo because Butuh bnget malah gagal mulu Nunggu cs sampe njamur,Ada Kami
Pengguna Google,5,2024-09-01 11:42:21,Bagus,Ada Kami
Pengguna Google,1,2024-09-01 11:26:30,Pengajuan sulit.ambil 500rb aja gk di acc,Ada Kami
Pengguna Google,5,2024-09-01 11:10:36,Terimakasih banyak,Ada Kami
Pengguna Google,1,2024-09-01 10:40:10,Apk VANTEK vangkeee ðŸ—¿ðŸ—¿ðŸ—¿takut kli gk di bayar anj dikitÂ² di tolakkk pukii sloww aj sama qu yg namanya utang pasti qu bayar pelit alat jdi sistem,Ada Kami
Pengguna Google,1,2024-09-01 09:51:19,"Ga jelas aplikasinya..data udah si paling ribet,mana data nya dah komplit di masukin tp di tolak juga",Ada Kami
Pengguna Google,5,2024-09-01 09:36:31,Semoga di acc,Ada Kami
Pengguna Google,2,2024-09-01 09:34:29,Gimana ini aplikasi gak jelas..,Ada Kami
Pengguna Google,5,2024-09-01 08:43:15,Alhamdulillah prosesnya sangat mudah Semoga di beri kelancaran dan di acc. Tolong di bantu yah kak ( Ada Modal )ðŸ‘ðŸ‘,Ada Kami
Pengguna Google,5,2024-09-01 08:34:46,Cepat prosesnya,Ada Kami
Pengguna Google,5,2024-09-01 08:33:10,"Proses sudah selesai, semoga diberi kepercayaan minjam",Ada Kami
Pengguna Google,5,2024-09-01 08:08:07,mantap,Ada Kami
Pengguna Google,5,2024-09-01 07:32:38,Rekomendasi sekali nih,Ada Kami
Pengguna Google,5,2024-09-01 06:28:43,Sangat membantu,Ada Kami
Pengguna Google,5,2024-09-01 06:08:23,Sangat membantu sekali apk ini,Ada Kami
Pengguna Google,5,2024-09-01 05:48:40,I lake your the beast fatners,Ada Kami
Pengguna Google,5,2024-09-01 05:04:34,Ok,Ada Kami
Pengguna Google,1,2024-09-01 04:51:03,Saya sudah mengajukan syarat lengkap tapi malah gagal Tolong hapus data saya jangan disalah gunakan,Ada Kami
Pengguna Google,1,2024-09-01 04:27:51,Ga pernah di ACC ..cuma sekali di ACC stelah nya ga pernah lagi ..padahal pinjaman pertaman lancar pinjaman ke dua di tolak Ampe skrg di tolak trus,Ada Kami
Pengguna Google,1,2024-09-01 04:23:18,Aplikasi ga. Jelas cara nagih x ga bagus kasar yg mau pinjam di pikir pikir aja dlu,Ada Kami
Pengguna Google,5,2024-09-01 03:59:41,Aplikasi sangat mudah digunakan cepat tanpa ribet,Ada Kami
Pengguna Google,1,2024-09-01 03:54:18,"Per tgl 1 sep 2024, uninstall apk ini.. Krna tidak bisa di gunakan... Mohon data2 sya di hapus... Apabila terjadi hal yg mengatasnamakan sya,,sya tidak tanggung jawab..",Ada Kami
Pengguna Google,5,2024-09-01 03:43:30,Sangat crpat prosesnya,Ada Kami
Pengguna Google,5,2024-09-01 03:31:17,Bagus,Ada Kami
Pengguna Google,5,2024-09-01 03:22:52,Semofa bermanfaat,Ada Kami
Pengguna Google,1,2024-09-01 03:12:32,Ribet banyak kali permintaan,Ada Kami
Pengguna Google,5,2024-09-01 03:00:01,Good Apps ðŸ™ðŸ‘ðŸ”¥,Ada Kami
Pengguna Google,5,2024-09-01 02:35:47,So far so good,Ada Kami
Pengguna Google,1,2024-09-01 02:04:17,Syaa gak ada pinjaman ya disini apaan hapus akun gak bisa 2 hari kok gak di acc hapus data saya kalau ada pinjaman yang mengatas nama kan saya tidak bertanggung jawab,Ada Kami
Pengguna Google,5,2024-09-01 01:52:10,Semoga lancar,Ada Kami
Pengguna Google,5,2024-09-01 00:32:09,Bantuan modal dana bos,Ada Kami
Pengguna Google,5,2024-09-01 00:30:00,Ok,Ada Kami
Pengguna Google,5,2024-09-01 00:26:58,Moga di acc kalau bisa limit 30 hari kk,Ada Kami
Pengguna Google,5,2024-09-01 00:23:34,ðŸ¥°,Ada Kami
Pengguna Google,3,2024-09-01 00:01:18,Bintang 3 dulu karena Masi proses verifikasi,Ada Kami
Pengguna Google,5,2024-08-31 23:51:31,ðŸ‘Œ,Ada Kami
Pengguna Google,5,2024-08-31 22:07:24,Bagus,Ada Kami
Pengguna Google,5,2024-08-31 21:17:15,Good,Ada Kami
Pengguna Google,5,2024-08-31 20:26:15,Bagus bet,Ada Kami
Pengguna Google,5,2024-08-31 20:00:20,Good sangat berguna dan semoga di acc,Ada Kami
Pengguna Google,1,2024-08-31 19:40:01,penghapusan data bunawi,Ada Kami
Pengguna Google,2,2024-08-31 19:12:32,kasih 2 bintang dulu kalo di acc saya kasih full tapi kalo di tolak saya turunin lagi,Ada Kami
Pengguna Google,5,2024-08-31 18:55:02,Ok,Ada Kami
Pengguna Google,5,2024-08-31 17:39:38,Sangat bagus,Ada Kami
Pengguna Google,1,2024-08-31 16:11:40,Hps akun istri saya jangan di salah gunakan Ini bisa aja saya tindak lanjuti karna penipuan data,Ada Kami
Pengguna Google,3,2024-08-31 16:05:59,Bintang 3 dulu klo ACC baru bintang 5,Ada Kami
Pengguna Google,1,2024-08-31 15:58:26,Knpa potongan nya sampai 200rb kalo tau gini saya gk pinjem Di bodoh ini sma apk iki semoga yg lain gk ketipu sma kayak saya Hapus data saya jangan sampai di pakai untuk yg gkgk yaa Saya bisa melaporkan atas dasar penipuan,Ada Kami
Pengguna Google,5,2024-08-31 13:44:35,Luar biasa pengajiuan cpat,Ada Kami
Pengguna Google,5,2024-08-31 13:24:28,Sangat memuaskan,Ada Kami
Pengguna Google,5,2024-08-31 12:59:42,Mntabb,Ada Kami
Pengguna Google,5,2024-08-31 12:06:31,Sangat membantu,Ada Kami
Pengguna Google,1,2024-08-31 11:07:31,Per tgl 31-08-2024 saya hpus apk ini tolong hapus jg data saya... Saya tdk akan bertanggung jwb jika data saya dslah gunakan,Ada Kami
Pengguna Google,5,2024-08-31 11:01:09,Membantu,Ada Kami
Pengguna Google,5,2024-08-31 10:45:21,pengajuan tidak ribet,Ada Kami
Pengguna Google,1,2024-08-31 10:25:21,"Apk sampah pemberitahuan nya di tolak. Tapi dana dikirim tanpa persetujuan saya, tagihan 833.000 uang yang masuk cuman 400rb apk perampok ini . Awas jangan nge instal aplikasi jebakan ini Baned aja apk ini nyusahin orang bukan nya ke tolong malah makin di bikin pusing",Ada Kami
Pengguna Google,4,2024-08-31 10:15:16,Semoga di aprove kalo sudah gua kasih b5 karna butuh bgt buat berobat,Ada Kami
Pengguna Google,5,2024-08-31 10:07:21,mantap proses nya,Ada Kami
Pengguna Google,5,2024-08-31 10:06:51,Semoga ACC atas nama Kamal Hidayat,Ada Kami
Pengguna Google,5,2024-08-31 10:04:57,Ok,Ada Kami
Pengguna Google,2,2024-08-31 09:31:14,"tolong data saya di hapus,nggak jelas ini,,awas kalau data saya di salah gunakan ,ku lapor sama pihak yg berwajip",Ada Kami
Pengguna Google,5,2024-08-31 09:29:25,Good,Ada Kami
Pengguna Google,5,2024-08-31 08:22:58,Bagus,Ada Kami
Pengguna Google,5,2024-08-31 08:19:56,terimakasih,Ada Kami
Pengguna Google,5,2024-08-31 08:11:13,Semoga membantu,Ada Kami
Pengguna Google,3,2024-08-31 08:08:01,Klo di acc sy ksh bintang 5..,Ada Kami
Pengguna Google,5,2024-08-31 07:55:13,Acc,Ada Kami
Pengguna Google,5,2024-08-31 07:08:06,APLIKASI INI SANGAT MEMBANTU DISAAT TANGGAL TUAðŸ¤­,Ada Kami
Pengguna Google,5,2024-08-31 06:48:13,Semoga cair kasihan,Ada Kami
Pengguna Google,5,2024-08-31 06:47:05,Ga ribet amanah,Ada Kami
Pengguna Google,5,2024-08-31 05:23:02,semoga di ACC,Ada Kami
Pengguna Google,5,2024-08-31 04:51:21,Bagus sekali,Ada Kami
Pengguna Google,3,2024-08-31 04:03:01,Pdhl bgus bunganya rendah tapi pas udh lunas dan mau ngajuin lagi tdk disetujui pdhl pembayaran 2 hari sblm jtuh tempo..saya sdh mlkkan pnghapusan akun mohon untuk data saya tdk disalahgunakan,Ada Kami
Pengguna Google,1,2024-08-31 03:08:34,Ga usah di unduh.mengecewakan.susah masuk nya juga,Ada Kami
Pengguna Google,1,2024-08-31 02:32:23,Bosok,Ada Kami
Pengguna Google,5,2024-08-31 01:57:28,semoga di acc,Ada Kami
Pengguna Google,5,2024-08-31 01:49:21,Semoga di acc,Ada Kami
Pengguna Google,5,2024-08-31 00:52:27,"Karena saya sudah melunasi pinjaman..saya hapus akun dan uninstal aplikasi ini.. atas nama akun dewi yasmin rianingtias, tgl 31/8/2024 jam 07:49 telah mengajukan penghapusan akun. Terima kasih sudah membantu.. tolong data2 saya di jaga.. NB : jika ada oknum yg menyalah gunakan akan saya proses hukum.",Ada Kami
Pengguna Google,3,2024-08-31 00:45:44,"Yth bapak/ibu Mohon maaf sebelumnya. Tdi saya mengajukan data pinjol di sini, saya membatalkan penjaman tersebut dikarenakan saya tidak menyanggupi pembayaran nantinya. Saya yg bernama adrilah ilham Meminta untuk tolong menghapus data pribadi saya semua di aplikasi ada modal ini. Saya tunggu balasannya dri bapak dan ibuk Terima kasih.",Ada Kami
Pengguna Google,5,2024-08-31 00:43:13,Bagus,Ada Kami
Pengguna Google,2,2024-08-31 00:09:26,"Tolong data saya di hapus ya, mulai tgl ini saya uninstall apk ini! Pengakuan nya susah data sudah diisi semua",Ada Kami
Pengguna Google,1,2024-08-30 22:25:03,Per tanggal 31agustus2024 Saya uninstall aplikasi ada modal karena lama g ACC d hapus g bisa saya tolong jaga data saya,Ada Kami
Pengguna Google,5,2024-08-30 22:08:02,Cepet cairnya,Ada Kami
Pengguna Google,5,2024-08-30 22:02:50,Mantap,Ada Kami
Pengguna Google,5,2024-08-30 21:53:30,Up,Ada Kami
Pengguna Google,5,2024-08-30 21:01:28,Proses mudah dan lancar,Ada Kami
Pengguna Google,5,2024-08-30 20:26:59,Good,Ada Kami
Pengguna Google,5,2024-08-30 19:49:18,Good,Ada Kami
Pengguna Google,5,2024-08-30 18:25:18,Like,Ada Kami
Pengguna Google,5,2024-08-30 16:04:15,Ok,Ada Kami
Pengguna Google,3,2024-08-30 15:57:19,"3 dulu klo acc , langsung 5",Ada Kami
Pengguna Google,1,2024-08-30 15:49:41,Hapus Data Saya... Sudah tidak menggunakan Aplikasi lagi... Tidak transparan dan berisik dalam penagihan,Ada Kami
Pengguna Google,1,2024-08-30 15:30:07,Utk yang kesekian kalinya tidak lolos verifikasi.gak tau ntah apa yg salah,Ada Kami
Pengguna Google,1,2024-08-30 14:56:00,Sudah lewat jatuh tempo.ingin bayar dengan di cicil tapi di persulit,Ada Kami
Pengguna Google,1,2024-08-30 14:16:42,"Per tgl 30agus..akun sy sdh sy harus yh di aplikasi ini. Dan sy jg bru daftar aja blm ada rencana untuk meminjam.. Jadi hingga, saat ini sy sdh hpus apk ini smpai dengn 100 hari bhkn lebih sy g instal lagi.. Krna sy ga jadi minjam",Ada Kami
Pengguna Google,5,2024-08-30 14:15:05,Bagus aplikasinya buat di saat darurat,Ada Kami
Pengguna Google,5,2024-08-30 12:16:04,Go,Ada Kami
Pengguna Google,2,2024-08-30 10:30:07,"Gagal verifikasi padahal data sudah lengkap,,hadehh mohon hapus dan jangan disalah gunakan data2 saya. Jika terjadi hal yang tidak diinginkan saya tidak akan BERTANGGUNG JAWAB.",Ada Kami
Pengguna Google,4,2024-08-30 10:08:48,Masih blm d acc,Ada Kami
Pengguna Google,1,2024-08-30 10:04:11,Belum jatoh tempo tp dtelpon dr pagi siang sore malam sangat mengganggu.bunga besar dan pelunasan hanya 14hr .beda sama aplikasi yg lain,Ada Kami
Pengguna Google,2,2024-08-30 10:02:43,Saya udh isi semua data pas isi rekening bank yang saya punya tidak tertera dilayar .pas saya coba pakai atm lain gabisa... Mana data saya udh masuk Harus nya banknya lengkap,Ada Kami
Pengguna Google,1,2024-08-30 09:59:42,Per hari tgl ini 30 agustus 2024 saya sudah uninstall apk ada modal dan penghapusan data saya.. saya sdh tdk ada urusan dg apk ini lg...apabila suatu saat trjadi yg tdkÂ² sy akn laprkan k pihak yg brwajib. Krn penagihn responya barÂ².,Ada Kami
Pengguna Google,5,2024-08-30 09:55:37,Sangat membantu,Ada Kami
Pengguna Google,5,2024-08-30 09:19:30,Semoga di acc,Ada Kami
Pengguna Google,5,2024-08-30 09:05:47,baik banget,Ada Kami
Pengguna Google,3,2024-08-30 08:47:08,baik,Ada Kami
Pengguna Google,5,2024-08-30 08:37:42,Cepat dan aman,Ada Kami
Pengguna Google,3,2024-08-30 08:23:30,Proses,Ada Kami
Pengguna Google,1,2024-08-30 08:17:43,Aplikasi scam. Mending akulaku atau spinjam. Scam,Ada Kami
Pengguna Google,5,2024-08-30 08:10:25,Top,Ada Kami
Pengguna Google,3,2024-08-30 08:08:51,Tiga dulu kal d ACC d tambahin lagi,Ada Kami
Pengguna Google,5,2024-08-30 08:05:42,Sangat membantu bosku,Ada Kami
Pengguna Google,1,2024-08-30 07:58:19,"Saya belum meminjam di aplikasi ini tetapi tadi saya dapet wa menawarkan pinjaman di aplikasi ini oleh orang tak dikenal,mengerikan sekali data saya langsung diketahui,tolong hapus data saya,saya tidak pernah meminjam di aplikasi ini kalau tidak saya laporkan atas penyalahgunaan informasi.",Ada Kami
Pengguna Google,5,2024-08-30 07:30:59,Semoga bisa membantu di saat darurat,Ada Kami
Pengguna Google,5,2024-08-30 07:03:57,Manap,Ada Kami
Pengguna Google,4,2024-08-30 05:49:24,Semoga acc,Ada Kami
Pengguna Google,5,2024-08-30 05:01:24,Sangatlah membantu,Ada Kami
Pengguna Google,5,2024-08-30 04:35:39,"Sy baru pertama kali nemuin apk yang gampang simpel g ribet persyaratan nya, sy kasih 5 bintang, dan semoga cepat cair pinjaman nya sy...",Ada Kami
Pengguna Google,5,2024-08-30 04:24:17,mantap jiwa pinjamannya,Ada Kami
Pengguna Google,1,2024-08-30 04:13:19,Aplikasi tai banyak admin slot di dlmnya,Ada Kami
Pengguna Google,1,2024-08-30 03:49:52,"Tolong jgn di salah gunakan data saya,, saya akan lapor pihak berwajib jika di salah gunakan, dan saya tidak punya pinjaman di aplikasi ini",Ada Kami
Pengguna Google,1,2024-08-30 03:40:56,"Gila bunganya, pinjem 700 yg masuk rekening cuma 500an, udah gtu pembayaran kena bunga lagi, kacau",Ada Kami
