Nama,Review,Rating,Tahun
Eriska Dewi,"untuk service udah bagus. lokasi juga cukup nyaman.tapi sayang bgt aku dateng jam 10 malem, ekspetasi makan enak dan biasa fastfood pasti makanan masih anget. tapi ekspetasi ngga sesuai realita. makananku ngga ",4,2024
Tiara Sasti Maulidia,"aduhhh ini lama banget yaa di datengin makannya,",4,2024
Ganjar Prihartanto,Rasa ayam goreng nya lumayan. Dapat saus keju sama saus pedas. Harga standard. Suasana  lumayan enak dan nyaman. Yang menyedihkan adalah pelayanannya lamaaaaaaaaaaaaaaaaa.....bingids. kalo anda lapar atau gak sabaran lebih baik cari tempat lain.,4,2024
Tetra Perwira,Ada memeng masuk.Btw rasa pedes levelnya ga sepedes dulu yah.Trus ga ada saus sambalnya. Ktanya abis. ,4,2024
Bashori Karim,kok pelayanannya lambat ya??? take away bisa nunggu hampir 15 menit lebih.. hayo dong ditingkatkan..,4,2024
Leni Indriani,"Kamis, 05 November 2020.saya order pukul 10:55, setelah selesai pesan saya bilang ke mba nya, 'mba, lampunya belum nyala ya?', si mba dengan entengnya jawab 'masih pagi si' ",4,2021
ridwan Saidi,"Masih banyak kekurangan, harga mahal, kualitas kurang, pelayanan kurang",4,2025
Novan Youta Sann,"Seperti biasanya, problem tempat pembuangan sampah penuh selalu ada di setiap outlet, dan tisu berserakan di kolong meja pun masih banyak ditemukan.",4,2024
Ayunda Rakhmawati,"Minumannya ko beda rasanya, saya pernah beli di outlet lain lebih enak, ini bening bgt yg frutariannya, rasanya jg ga enak",4,2024
arhm2298,"lama nunggunya, yg parah nomornya di loncat akhirnya kami dan pembeli lain protes",4,2024
Rizal Bin Rozali bin Hanafi Bin Abdullah,Kurang di musholla nya terbatas bgt.. ayam nya enkkk,4,2018
Review_ala_mamii,"Lumayan luas untuk dine in disini karena bisa indoor ataupun outdoor di lantai 1 atau 2 , sistem pemesanan makanannya pun dipisah antara take a way sm dine in.. ",4,2020
Marsya Nisrina,"Setiap mau kesini selalu tidak jadi karena dari luar kelihatannya selalu penuh. Tapi hari ini tidak terlalu antri jadi coba makan disini. Ternyata bukan pengunjungnya yang banyak, tapi pelayanannya yang lamban jadi timbul antrian panjang. Pramusajinya tidak cepat tanggap, bahkan masih santai meski antrian sudah mulai panjang.",4,2019
Maratina Tanti,"Makanannya semuanya enak spt biasa. Tempat bersih. Tapi ruangannya puanas pol. AC nya tidak berfungsi. Dgn harga makanan yg lumayan, mestinya tempat dan ambience nya diperhatikan dong.",4,2023
Arief Dharmawan,Yang saya pesan Fire Chicken level 3. Menurut saya sangat pedas. Parkirnya kurang. AC nya gak dingin. Tidak tersedia air mineral dan kentang goreng. Antrian panjang,4,2019
Fadly Pradana,"Makanan enak seperti outlet lain. Tetapi restoran cukup panas, makan makanan pedas butuh tempat yang sejuk. Parkir mobil dipatok harga 5000 rupiah.",4,2024
Grab Mtholib,"Mohon agar di percepat Pelayanannya,karena saya driver ojol,harus nya pick up order reguler dan ojol jgn disatukan jadi kami driver tidak mengantri lama... terimakasih",4,2023
Widagdo Dipto Santiko,"Bangunan dua lantai, lantai dua biasanya ditutup kalo belom sore tapi masih bisa sih ke atas walaupun AC belom dinyalain. ",4,2017
Susan Ade,"Hallo semalam saya melakukan transaksi menggunakan qris, tapi saldo saya terpotong 2x . Saya harus complain kemana ya",4,2024
bagas putra.p,"Tempat nya tidak terlalu ramai,Krn mungkin tempatnya panas ya,,pakai AC tp gak berasa seperti di ruangan ber AC,,haredang guysss",4,2023
Sandra Sandra,Sedih...isinya ga lengkap gt.. air minum yg disediain pas kesana cuma 1 varian aja... Jd terpaksa dah diminum... Pdhl aku suka ricis... Tp enakan yg di kemang deh.. lebih banyam varian drpd ricis di margonda,4,2022
Yayat djatnika,"RichesseFactory sangat menerapkan prokes, hanya melayani take away saja dan kursi2 diberi tanda jaga jarak.Pelayanan cukup cepat walaupun karyawannya berkurang.",4,2022
Sellina Desnawati,"Kalo dr seginmenu dan rasa standar kayaj richeeee lainnya. Tempat bersih tapi kurang banyak kursinya dengan banyaknya pengunjung yang datang. Pelayanannya ramah, tali perlu lebih cepet biar antriannya nggak panjang2.",4,2019
Prita Putri Primanda,"(-) Panas, antrian lama dan panjang krn kasir cm 1, meja udh kosong bekas makan orang tapi ga ada yg bersihin, sabun cuci tangan habis.(+) Pegawai ramah",4,2019
Chahyadi Ansorullah,"Pelayanan kurang cekatan.harus ya di buat kasir khusus makan di tempat,take away,sama khusus ojol.jadi tidak numpuk semua di dalam.personil ya di saat jam sibuk di tambahkan",4,2022
Chandra aryani Dewi,"Pertama kali opening di dpk bbrp taun lalu seriiiing banget ke sini, saus qejunya lumayan enak di banding saus qeju olahan restaurant lain, apalagi skrng progressnya..  Tmptnya cozy in/outdoor standard waralaba sejenislah",4,2019
Sita Utia,"Sorry dikasih tiga, kmarin ada pesenan yang belum dikasih.. udah ditanyain katanya nanti dianterin, tp 20 menit ga dianter2. Sampai kita ngingetin lagi, 10 menit kmdian baru dianter :)",4,2020
alfian subagdja fian,"Tempat nya asik nyaman dan luas,, cuma saya ingin mencari tau, apakah ada karyawati yg bernama Nur Alfiani / Evi yg berkerja disana,.. Jikalau ada tolong konfirmasi ke saya, karena yg bersangkutan ada hutang piutang dengan saya dan menghindar entah kemana.  Terima kasih.",4,2019
Rxinerx,"Menurutku biasa aja, lumayan mahal dibanding, lapak sebelah yg jg menjual makanan yg sama, parkiran luas, pelanggan sepi, terletak sebelah kiri sebelum lampu merah margonda.",4,2020
yoli okto,"Bisa beli take away, tapi jangan biarkan konsumen menunggu berdiri, tidak ada tempat duduk",4,2022
Ismail Fadillah Akbar,"Terlalu lama untuk antri pembelian makanan. Ada baiknya bila pengantre di persilahkan duduk saja, dan menggunakan nomor antrian agar tidak menutup jalan.",4,2017
Reza Arif,Saya kalo dapet orderan di sini mendingan saya cancelKecewa sama juru parkirMinta maksa sedangka orkir ojol 8rb,4,2023
Fajri Mubarok,"Tempatnya Bagus cuma AC nya dong ampun dah panas bener gak kerasa pisan, apalagi di pojokkan udh kaya di warteg",4,2020
ranggi paramitha putri,"Tempatnya agak nyempil sesudah maybank dari arah margonda, cozy ko, waktu itu lt 2 gak dibuka jd di lt dasar. Kece ko tempatnya, lumayan buat ngobrol ngobrol santai bareng temen, bersih juga tempatnya",4,2019
Sisca Febriyanti,"Sekedar masukan, fasilitas AC mohon ditingkatkan, karena beberapa hari yang lalu kesini AC nya gak terasa sama sekali",4,2021
Nugroho Prasetyo,Tukang parkirya ga sopan. Buakn parkir resmi harusayaa kalo ga mau ngasih ga apa2. Tapi ini dimintain uang parkir.,4,2022
Siti Indriyani,Panas bgt. Acnya ngga berasa sama sekali. Untuk makanannya enak tapi fire chickennya udah ngga sepedes dulu,4,2020
s saksono,Overall nya lumayan buat hang out hanya kelihatan beberapa kerusakan bagian bangunan yg tidak segera diperbaiki,4,2019
benedikta fitriana,Cm sayang di parkiran aja.. krn sering penuh jd susah parkir (terutama mobil) jadinya dipaksain paralel & jadinya bikin kurang nyaman...,4,2018
Stephanus Destiyadi,"Tempat yg strategis untuk kumpul. Kekurangannya, ac tidak dingin, lampu kurang terang. Ayam gorengnyanya kecil-kecil.",4,2019
asa husodo,"Standar rasanya sperti resto2 sejenis,,hanya dsni yg favorite yg menu2 pedas hotnya",4,2020
Arief Cakra,ac nya mati ...terus parkir diisana sudah tertulis di temboknya rp 5000.....,4,2022
Edo Fernando Pattinasarany,Tempatnya ramaiLokasi strategisPelayanannya kurang maksimal ,4,2018
Masy'aril Fajri HeikaL,"Menunya tidak banyak pilihan, pelayan nya parah, masa blm taruh makanan tray nya udah diminta aja  ",4,2020
rizal a20,Ayamnya seperti ayam kemarin(keras/alot). parkir gak jelas (biaya 5ribu tanpa ada struk parkir),4,2020
Muhammad Ilyasa,Sangat jelas nyaman tempat nya. Tapi untuk bangku nya sedikit pendek dan masih ada lalat di dalam nya.,4,2019
Guntur Budi Herwanto,"Ayamnya ga konsisten besarnya, pesan sama harga sama bisa jadi ayam beda.. Spicy nya juga kurang",4,2017
Sindy Fatika,Rasanya sih enak cuma stik kentangnya keras mungkin di gorengnya dri sebelum maghrib.,4,2019
falah ocktavian,"Tidak ada musholla, mohon disediakan untuk memudahkan pelanggan juga pegawai",4,2022
Muhammad Banyu Hernuseputro,"Harganya pricy, parkirnya mahal buat motor kenak goceng...",4,2023
Firelda Putri,"Di cek lagi harga tiap item makanan yg dibeli, kadang suka ga sesuai",4,2019
gema purnama,"Ayam asin enel n ga ada coubter saos, jd pake saos yg sachet  ",4,2020
A,Datang maghrib dan ramaaaaaaiii banget Antriannya luar biasa. Tapi tempatnya kok agak kurang bersih  ya?,4,2017
Bambang Sumantri,Pelayannya cuma 1 pembelinya smp antri panjang ga ditambah kasirnya...,4,2019
Muhamadromdoni Doni,"Tempat nya oke. Pas promo, barang nya bnyk yg kosong. Wkwkwwkkwk",4,2020
MIA,Kurang dingin ac dan tdk punya musholla,4,2024
Rizky Prasasta,"Dalam pemberian sendok, cashier tidak menggunakan pelindung tangan saat pandemi ini",4,2021
Reggia Vinar,Kurang cocok sama makanannya kalo di banding sama fast food yang lain,4,2019
Ingrid Nuraini,Nyaman.  Luas kursinya banyak . Tapi parkiran kurang luas.  Pelayanan bagus .,4,2019
Kemal,"Recheese yang ada di Margonda dengan menu ayam yang level levelan, rasa dan tempat punya ciri khas",4,2021
Rinaldi Adam,Slow food.Gila sih di dominasi sama grab gojek. Parah banget antrinya,4,2020
Ordinary People,"Makanan enak, tapi tempat nya sangat kecil dan pelayanan agak lambat",4,2019
fazria kintanindea,"Fasilitas kurang terjaga; (ac bocor, toilet kurang bersih ).",4,2021
Rodakalih oto,"Enak tempatnya,  tp tlg dilengkapi mushola utk customer",4,2021
Maulina Hardiyanti,Pelayanannya jelek. Kasirnya seringnya cuma 1 padahal yg antri banyak banget,4,2018
A Rahman Hakim-BKPM,Parkir mobil sempitRame pas wiken ,4,2020
Dian Widianti,"Kurang nyaman, karena AC nya gak dingin ",4,2020
Putri Yasmin N.F,"Makanan biasa aja, wastafel kurang bersih, toilet kurang bersih dan meja kurang dbersihkan",4,2020
Angga Wahyudi,Pelayanan kurang baik...  Kurang senyum dengan kostumer.. Kurang ramah..  Pelayan jutek,4,2020
Garage 17 Rdt Speed Shop,Pajek Makananya Terlalu Mahal,4,2024
Esrani Panjaitan,Rasa makanannya agak berbeda dengan cabang lain. Dan menunya ada yg sering kosong.,4,2018
Khusnul Khotimah1992,"first dtg ksni, antrian kasir panjang krn hanya 1 kasir yg srandby",4,2019
budi mulyana (Budi),Kurang cepat penyajiannya..kalo bisa tambah personil,4,2022
Fairuz Rafida,Di lantai 2 ac tidak nyala. Jadi cukup panas,4,2019
Paul Ferdinand,Parkirannya sempit nunggu makanannya lama,4,2023
Rasyidut tube,Kurang nyaman..ac ga dingin,4,2022
widia ariyani,"Tempat makan luas, meja banyak, tapi ada beberapa lalat yang hinggap di sedotan",4,2018
Agus MP,saya pribadi kurang cocok dengan makanan di Richeese.. namun tempatnya cukup nyaman kok..,4,2018
Helmi Bun,Masalah pelayanan sih ok tapi sayang toiletnya kurang bersih  dan bau.,4,2018
ufiyyu fakkur,Makanannya enak tp sayang restonya agak panas,4,2020
Sigit M,Halaman parkirnya tidak terlalu besar dan tukang parkirnya tidak ramah.,4,2019
jst Fauzi,"Parkir motor goceng busedah, mana maksa lagi kang parkirnya",4,2020
Hasnul Fitri,Yg suka ayam goreng tapi ada rasa kejunya,4,2020
Saddam Handika,Tempat cuci tangan terlalu jauh untuk tempat makan smooking area,4,2020
alesandro faisal,Bagi yg hobby makan ayam plus bumbu keju ya di tempat ini,4,2018
utami khalisah,"Ayamnya Enak, tapi kayak dikurangin sekarang bumbu firenya deh ",4,2018
Fauqoni Arif,Sayangnya belum ada baby chair,4,2019
Levi,Nunggunya lama. Dan saus kejunya dikit bangeeeeet.  ,4,2018
Aditya Saputra,Pedas dan sedikit lebih mahal dibanding yg lain,4,2019
Ayah Ayra & AL,Lantai bawah ac nya kurang dingin,4,2019
Dewi Patimah'AzZahra,Merpat yu ke cafe rasa nikmat d jln raya margonda samping bca,4,2018
Nurjanah As,Makanan nya msh kurang mantap,4,2019
Ichwan Maulana,"kok udah tutup, katanya midnight",4,2023
Adi Ramadito,Hanya untuk penggemar keju. Tidsk banyak pilihan menu.,4,2018
ade agustio saputra,"Panas, tak ada ac, mungkin karna corona",4,2021
Dian Rachmawati,Tempatnya panas mungkin ac nya rusak,4,2020
Anung Prabowo,Cukup panjang antriannya... worth the wait,4,2020
Bubun Alamsyah 83,mantap membantu perut saya yang lagi laper hehehe segeeeer,4,2018
nissa aliyah,Tiap kesini lama terus pelayanannya.,4,2021
ahmad furqon,Panas karena pendingin ruangan rusak,4,2020
Dimas Keano,Kasir agar lebih diperbanyak lagi,4,2022
Muhammad Daffa,"Menu menu menarik, dan harga terjangkau",4,2019
Aji Bond,Tempatnya kurang bersih mnurut saya,4,2018
Yuda Muhamad,tidak ada mushola,4,2023
Dini Mayangsari,Kebetulan lagi kosong ... biasanya full.,4,2019
Maryam Enny,Makanannya enak,4,2020
wiwid widiastuti,"Kejunya yg enak, ayamnya biasa",4,2019
Satriyo Pamungkas,Sayang tempatnya banyak nyamuk  ,4,2018
Frisdian Asmar,Parkirnya sempit,4,2021
Ipung Purwanto,Tempatnya panas ,4,2020
Ricky Fernando,Pelayanannya kurang,4,2018
Tomi Satryatomo,Gak suka dengan makanannya,4,2019
Han Anto,Lumayan buat kumpul bareng,4,2019
toto hariyanto,menunya cukup menarik,4,2018
Maria Ferdian,Lumayan Enak Rasa'y,4,2017
bintang pramadanti,Ok. Parkir kurang luas,4,2018
Tegar Permana,Antiranya ga nahan,4,2019
Bommy Maechel,Parkir ny pakai bayar,4,2021
FAJAR DWI SATRIO,panas tmptnya,4,2021
Arif Sugianto,Selalu panjang antrean kasir nya,4,2018
anggi almira,Ac kurang dingin,4,2020
Dinda,Biasa aja,4,2019
Lamhot H,Biasa ja,4,2020
Dongeng Anak,Lumayan dan nyaman,4,2018
Lia Permata,Kurang bersih tempatnya,4,2019
RICHI CHANNEL,Tukang parkir suka minta,4,2019
Bunda Salma,Cpt pelayanan a,4,2022
Franky Soit,Lumayan pedes ayamnya,4,2017
ramdani Sajalah,Terlalu ngantri,4,2020
yoake site,asik buat hangout,4,2019
udin khairudin,Kurang informasi lokasi mushollah,4,2019
Shakila Khairani Alifia (Arif MMS 09),Kb udah td,4,2021
Taufiq Qurrachman,Kurang nyaman,4,2019
Tyas Damarianti,Ayam keju pedes,4,2017
Samsul Samsul,Tidak tau,4,2023
Apri Ngsh,Mantap pedaszzznya...,4,2018
Bangkit Adi Kuncoro,Lumayan lah,4,2018
Keyla Siti Makhfudho,Pelayannya agak judes,4,2019
feroz khan,Banyak nyamuk,4,2017
Azka Athala,Sempitttttt huft,4,2019
junpei vinc,biasa,4,2020
sri dewi puspa endah,Lumayan,4,2019
Dyamarludin Sulaeman,Lumayan,4,2020
syafira alfiayanti,Lengkapi dengan musik,4,2021
Nata Liana,Ulang tahun,4,2019
* LILA,2024.02 Ditutup Sepertinya akan diperbarui pada bulan April Saya mengusulkan penutupan ke Google. ,4,2024
Ilham Perdana,"Sama seperti resto cepat saji lainnya. Saus keju tidak buruk tapi tidak terlalu enak. Ayam pedasnya cukup pedas di level 3. Umumnya enak, tapi ini bukan pilihan pertama saya",4,2018
Aedel Fakhrie,"Tempat sempurna jika Anda mencari makanan super pedas, terutama ayam Tempatnya terlalu ramai, tidak senyaman itu ya Tapi sekali lagi, makanannya enak",4,2019
Hnn ag,"Hanya restoran cepat saji biasa. Mereka menyajikan ayam pedas dengan keju dan nasi atau kentang goreng. Harga oke, tempat parkir bisa ramai, dan terlihat dari jalan utama.",4,2018
Happy Ferdian,"Salah satu restoran cepat saji di Depok, tapi saya suka sayap ayamnya yang pedas dengan saus keju. Dan oh, saya juga suka menyeruput milkshake stroberi yang menurut saya adalah yang terbaik di kota.",4,2018
Aji Santoso,"AC kurang dingin, penerangan kurang terang, toilet perlu dibersihkan dan kurang wangi.",4,2021
Alvinda Aisyah Bagis Aprilia,"Panas sekali huhuhuAC tidak berfungsi, terengah-engah",4,2023
Elhamd AA,"Siang hari cukup penuh, kasir hanya ada 2, sehingga antrian panjang. Tanjung",4,2018
Sari Rahmawati,"Ayam apinya bikin gila padahal cuma level 3 tapi milkshake strawberrynya gak seperti milkshake asli, dari 1-10, aku pilih 4 untuk milkshakenya",4,2018
Tony Stefan,Rasa makanan standar,4,2019
Holy Sheez,Makanan enak untuk restoran cepat saji. Tidak banyak pilihan. Dan tempat ini sangat sulit dikenali karena tidak ada tanda yang terlihat,4,2017
Ilham Kurniawan,Tempatnya rapi dan bersih. Makanannya biasa saja. Namun tidak banyak tempat parkir untuk mobil.,4,2018
Mohammad Rizky Adrian,Hanya makanan cepat saji lainnya. Tempatnya perlu direnovasi agar bisa menjadi tempat nongkrong yang asayaik,4,2022
Muhammad Nur Bahari,Area makannya cukup luas dan bersih namun toiletnya perlu lebih sering dibersihkan.,4,2020
Kunto,Makanannya enak tapi tempatnya tidak nyaman dan pelayannya tidak ramah,4,2021
Hari Susatyo,Makanan enak tapi antriannya bisa menolak Anda,4,2018
Rausan Fikri,"terlalu lama menunggu, saya menunggu terlalu lama hanya ingin memesan makanan",4,2018
Rendy B. Junior,Kurang pedas dibandingkan dengan richeese lainnya,4,2019
Taqiyya Kamilah,Gaada menghentikan kontak,4,2020
Soleh Saputra,Ulasan Positive,4,2020
Farhan G,"Agak kurang bersih , makanannya tidak begitu enak",4,2019
Ilah Fadilah,Bagus,4,2019
Johnny STG,Rasanya tidak enak,4,2020
Prima Hastama,Hanya restoran cepat saji lain di kota...,4,2017
Jatu Kartika,Terlalu ramai dan berantakan saat akhir pekan,4,2018
Julie C. I.,Ayamnya terkadang tidak segar,4,2019
Andrew Mardanugraha,Alternatif yang bagus untuk ayam makanan cepat saji.,4,2018
Nursyifa Fadhila,Enak kalo kagi pengen,4,2019
Sigit Dwihartono,Ayam pedas paling dicari,4,2019
Muhammad Zulfahly,Cukup panas,4,2020
Yaneu Mariana,Jadi begitulah,4,2018
Eckal Joenoes,Beberapa menu tidak tersedia,4,2018
Dina Lian,Bisa,4,2023
Cahyanto,langsung penuh.,4,2017
Baby M AS,nyaman...,4,2020
RaihanNajmi,Tempatnya agak panas,4,2019
Faiz Akbar Ramadhan,sama,4,2018
Azhari Zaki Sentanu,Restoran cepat saji yang khas.,4,2017
Herry susanto,Oke,4,2021
Dewi Arimbi,Jadi begitulah,4,2018
Azam Mukhtar,Bagus,4,2019
Eriza Hendra,Parkir besar,4,2019
Bambang Purwanto,Tempat yang bagus...,4,2019
Ananda,Ulasan Positive,4,2023
Irwan Sy,Datar,4,2019
Ampera Nefo,Restoran alternatif,4,2018
Liuvenio Handy ,Tempat yang najis,3,2019
Nadzla Lutfiah,Ulasan Netral,3,2024
darsiah dachlan,Ulasan Netral,3,2024
m.dhafa teddy 10,Ulasan Netral,3,2024
Fiyaa Savi01,Ulasan Netral,3,2024
Andi Trimulyono,Ulasan Netral,3,2024
Nurhayani Aqielah,Ulasan Netral,3,2024
Aisyah Nf,Ulasan Netral,3,2023
Zakiatul Jannah,Ulasan Netral,3,2023
R.Rio Darmanto,Ulasan Netral,3,2023
dewi umhani,Ulasan Netral,3,2023
Kaka Easy,Ulasan Netral,3,2023
Eko Sastro,Ulasan Netral,3,2022
Santi 22,Ulasan Netral,3,2022
Kusdinar,Ulasan Netral,3,2022
Furqon Mohammed,Ulasan Netral,3,2022
dia khansa,Ulasan Netral,3,2022
Anggi Aulina Putri,Ulasan Netral,3,2022
Bayu Aji,Ulasan Netral,3,2022
Dea Yovita Erdi,Ulasan Netral,3,2022
Edy Sugiono,Ulasan Netral,3,2022
jaafar shiddiq ansyori,Ulasan Netral,3,2022
AWAN BUDI CAHYADI,Ulasan Netral,3,2021
tikey meylinda,Ulasan Netral,3,2021
A Setiawan,Ulasan Netral,3,2021
mevieta kartikasari,Ulasan Netral,3,2021
Eliya Dhiyah U,Ulasan Netral,3,2021
Firman Enjoyneering,Ulasan Netral,3,2021
lissa andari,Ulasan Netral,3,2021
Zakky Mubarak,Ulasan Netral,3,2021
Widi Wiyoto,Ulasan Netral,3,2021
RM.taufik kurniawan,Ulasan Netral,3,2021
dewi Sartika,Ulasan Netral,3,2021
Firman Firman Boyd Setiawan,Ulasan Netral,3,2021
Muhammad Ali,Ulasan Netral,3,2021
Asep Mujaer,Ulasan Netral,3,2021
Riana Putri Rahmawati,Ulasan Netral,3,2021
shafana Kusuma,Ulasan Netral,3,2020
Heddy Poernomo,Ulasan Netral,3,2020
Ambada Valen febbry,Ulasan Netral,3,2020
Anggelina Sam,Ulasan Netral,3,2020
Luqman Halim,Ulasan Netral,3,2020
Lilies Suryani,Ulasan Netral,3,2020
Hafizd Armuza Maulana,Ulasan Netral,3,2020
Fadlan Fanggi,Ulasan Netral,3,2020
echoyta puspita,Ulasan Netral,3,2020
faiz 1,Ulasan Netral,3,2020
Arya Fikryhuda Nurpatria,Ulasan Netral,3,2020
Todo Sibuea,Ulasan Netral,3,2020
Firman Adi Mulya,Ulasan Netral,3,2020
rizky armansyah,Ulasan Netral,3,2020
Saly Syafei,Ulasan Netral,3,2020
charysa icha2008,Ulasan Netral,3,2020
Ricky Putro,Ulasan Netral,3,2020
Eva Sehat,Ulasan Netral,3,2020
amalia zahratsani,Ulasan Netral,3,2020
TEDDY DHARMAWAN,Ulasan Netral,3,2020
wi ki,Ulasan Netral,3,2020
